Customer id,Retailer_name,Retailer_industry,Num_stores,Avg monthly_revenue,Contract_value,Contract tenure_months,Platform_usage_hours,Support_tickets_opened,Data_integration_issues,churn
e4fcac35-5acd-4b1d-bb52-75821619e0e2,"Bautista, Thompson and Preston",Home Goods,64,125785.91,29275,32,24,0,6,0
6a16d7ce-d8bc-4080-8049-ab79a847d028,Esparza-Ramos,Fashion,68,32742.02,9923,6,26,2,5,0
2b368de3-cc2d-4eb4-a09d-b27f41292118,Melton PLC,Electronics,86,79969.91,28856,40,58,2,9,0
1be1da14-630b-4b18-8885-3c8ebdf6bef3,Frazier-Coleman,Fashion,72,62789.25,31605,43,28,2,3,0
561ad617-6e9d-4602-b427-2a0c4aef0d84,Benton Inc,Fashion,58,128050.74,27882,47,68,1,0,0
983cba3c-6a4a-4f45-8b02-cc5cab916b7e,"Thomas, Larson and Green",Food & Beverage,93,146576.18,9058,11,21,2,2,0
1e727c2a-6bc5-46c3-bfce-ecc0db33a946,"Wilson, Munoz and Williams",Home Goods,64,-7303.12,34088,14,72,1,1,0
943d089f-3f8f-4a8f-ba2f-7e20941d5b07,"Cruz, Conrad and Parker",Fashion,17,7220.08,46905,37,74,0,8,0
cc2e5677-2c5d-4c72-8c7a-e23e30546af4,"Cook, Smith and Rivas",Home Goods,88,116040.08,19140,18,37,0,6,0
4dbc2657-de9e-4d30-b68b-f751d973f22b,Reed-Martinez,Food & Beverage,13,132556.03,30504,11,51,1,4,0
04371f10-96d0-4ba8-a255-e52a34f2e0b1,Gates-Turner,Home Goods,43,59805.98,5354,27,51,1,2,0
1a8e67df-0154-4aaf-97d2-28d8d288abcd,Ho Group,Electronics,43,169325.29,44316,46,41,0,5,0
6011f6ec-98bc-4fc0-8a79-50ffd330d135,Bailey LLC,Food & Beverage,16,181090.57,31326,35,65,4,3,0
a4da41e2-114d-4865-a7af-68a3e3318f38,"Foley, Mitchell and Conway",Food & Beverage,74,90753.27,14619,32,47,0,6,0
2cb31313-4557-42de-baa1-9f139ed09b1e,"Rollins, Pena and Lee",Food & Beverage,73,96153.93,34633,7,40,4,7,0
64b4498c-c135-4fa2-a288-b58cf6da1e41,Hernandez-Martin,Home Goods,26,100003.77,29039,24,53,4,6,0
e29a0195-c3a8-49db-8ee1-3d35c81bac8a,Miller LLC,Electronics,83,215876.85,21122,20,58,3,9,0
63f8b01e-1efb-4f8a-9ab1-00c8ca7058c3,Pennington LLC,Food & Beverage,90,71887.74,17737,47,42,3,6,0
21119a0c-1d62-41c6-a6e5-38354fc6a2fe,Krause LLC,Food & Beverage,32,160213.49,29429,33,84,0,1,0
9e261400-73be-4fad-83c8-1b53820bf05a,"Kelley, Aguirre and Austin",Home Goods,96,168286.44,39317,14,47,2,2,0
98954ea4-7918-47ca-9ca2-9732d98a43b4,Hopkins-Garcia,Electronics,85,94260.22,7836,46,34,0,9,1
98bf2f32-fb1a-424d-ac27-80ba0ad5236c,Velasquez Inc,Electronics,85,97261.79,14864,5,19,2,7,0
2792bcc9-3685-462d-942c-f9b6bc2e0223,"Ochoa, Turner and Watson",Fashion,38,151115.69,10455,38,52,1,0,0
5543208b-bccf-4aaa-bbb7-592d5a39e53d,"Jensen, Moore and Kirk",Food & Beverage,37,156130.77,48187,7,69,0,2,0
efb58d98-6353-45a5-ae7d-a1fc12d448e3,Lucero Group,Fashion,57,53370.02,34523,33,52,2,0,0
741cf252-525c-4b30-9098-619384ac5c9a,Morgan Group,Fashion,39,167704.65,11794,4,51,1,4,0
d6f4195b-e3c1-4354-a0ee-d504a25a1e27,Wright-Santiago,Home Goods,96,114938.4,37788,29,29,4,3,0
b4091062-bcdc-40af-b5c7-6d639196796f,Mack PLC,Electronics,55,142561.63,35819,17,83,3,6,0
207a2439-5ab4-4fa9-8c6e-938fd24e12a2,"Gregory, Quinn and Richard",Electronics,7,68522.92,12340,42,46,2,6,0
f9662b58-84e0-4749-9928-a2b2709655c9,Lopez-Fry,Food & Beverage,47,38267.77,36570,47,53,2,5,0
a6b694e7-978b-4bd6-bbc3-7187ea509bcb,"Dean, Wallace and Hicks",Fashion,37,40771.1,22312,1,106,3,1,0
8c5990f2-bb81-4ce8-9568-9854ec699561,Perez LLC,Home Goods,57,60474.57,40011,3,57,4,7,0
0c4d9724-00da-46a2-a6ec-4ec5f872c074,"Taylor, Meza and Johnson",Electronics,37,125489.59,39665,30,62,2,3,0
7f3db5c1-265f-4277-8bbb-9ecc74d1416d,Armstrong-Rangel,Home Goods,50,44627.86,10105,8,38,2,4,1
74c31e68-250e-41f5-a24c-2644658d47de,Key PLC,Food & Beverage,85,109589.09,38602,42,54,3,8,0
11df1ce4-d429-4e72-9d11-55aed078e491,Smith-Carpenter,Food & Beverage,87,143146.31,30946,13,55,4,9,0
4201e8fe-6792-424f-b779-b5d4d6508033,Green and Sons,Electronics,12,74997.63,46979,41,15,3,8,1
d37e043d-43df-4538-a246-05bb55ac3d73,Wright PLC,Home Goods,48,148249.54,27140,45,31,1,3,0
6284ae57-6000-402c-a694-50d41edaf636,"Kelly, Diaz and Wilson",Electronics,48,107934.15,26145,5,63,1,5,0
66e197be-b27c-4d28-8b68-9246b83fd6fa,"Adams, Russell and Wheeler",Fashion,1,198912.22,9187,17,23,1,7,0
70fcb7d9-ba40-494e-a3cc-330dbbbe903a,"Williams, Peterson and Graham",Food & Beverage,82,145965.77,8840,2,3,1,2,0
b3a9364c-ad98-406c-9208-491cda3ec51f,"Patel, Wood and Romero",Home Goods,87,56633.51,9111,12,42,4,4,0
8007dba0-8706-4a0c-91f6-24a71091eac3,Dickson-Ponce,Food & Beverage,97,140248.99,12739,34,75,3,5,0
e92d438b-e240-4a5e-b780-a8f2371c822e,"Williams, Acosta and Watson",Electronics,37,89958.72,34324,3,32,2,5,0
056531fb-9cc0-4136-a6d1-188cac35ff5c,Kennedy-Jennings,Home Goods,21,70952.04,7768,4,32,0,2,0
72999b44-42b6-4985-a17e-e1532ca65d55,Young PLC,Fashion,71,144615.13,24135,43,42,3,2,0
b35255d9-d065-4c55-a18d-dd1ade2d2b24,Short Inc,Electronics,57,131198.51,41195,47,72,3,6,0
2b0f633a-6f6a-40e9-9fc4-2bac3ce73dc0,Hamilton Ltd,Food & Beverage,36,179074.99,25479,16,63,3,2,0
721e3c71-f072-49e5-b0dd-4f2ec50d0bb4,"Olson, Atkinson and Conway",Electronics,11,98828.27,45406,9,36,1,3,0
9de58065-395d-4581-b78b-969733f2226f,"Thomas, Randolph and Young",Food & Beverage,55,68207.71,20729,12,25,1,0,0
d68cc230-48cc-4690-8332-77d3bd1550c7,Turner Ltd,Fashion,83,48383.3,37011,7,57,2,5,0
4d6caf4f-9744-4ac4-b161-d6bf6ff72f9a,Turner Group,Food & Beverage,9,132350.1,9610,5,45,4,2,0
766b8551-a183-4c8e-8b30-1248ea9e3fa8,Floyd and Sons,Home Goods,6,59224.27,8410,22,43,0,7,0
bda4ed30-5cf9-45d5-b68c-048a8caacc19,Campbell-Harris,Home Goods,55,115160.16,44003,18,34,2,8,0
e9a08290-3a55-432f-8280-247b3a49a75b,Anthony-Carlson,Electronics,20,102638.06,18296,45,23,2,9,1
6fbffe0e-d670-48cd-912b-e59c7b93842c,"Shea, Rowland and Boone",Electronics,32,90995.08,36680,28,56,4,5,0
73d44ac1-da6b-4df1-9dd7-0f1e9d17682c,"Campbell, Cabrera and Perkins",Home Goods,53,173250.06,35724,44,60,4,6,0
86f9394c-3fc1-4d60-ab10-05ec4e9cfe97,Lewis Inc,Home Goods,92,82078.32,48997,26,63,1,9,0
4730cbc9-1650-4bef-8f1c-1b6bea3b8f53,Callahan Group,Food & Beverage,78,146370.44,27892,23,0,4,7,0
6ed4dd2a-99b1-4393-80a0-668213c33f26,"Galloway, Lee and Mcdonald",Fashion,60,94627.12,7225,34,44,4,6,0
835eb007-5edb-4fc2-b276-2b04d6dac53a,Wilson PLC,Electronics,19,60958.78,6986,23,52,2,4,1
6e429e82-dd9c-42bc-b3f1-113f72a225f3,May-Allen,Home Goods,94,123061.57,10015,14,62,4,7,0
df8df8ac-6b69-4a6b-8e44-40159c25b0a0,Whitehead-Romero,Fashion,45,67617.59,7301,15,48,0,2,1
2b2a4e96-51f4-4b37-a1b1-b6b2be575803,Moore PLC,Food & Beverage,92,182525.13,21039,39,47,0,8,0
987723e5-1ce2-4c1a-9d1a-1ca759402186,"Lopez, Carr and Wyatt",Electronics,1,144138.48,23440,36,24,1,1,0
209dcb97-e0b4-43e4-b5fe-2bbd970edc68,"Armstrong, Dixon and Murillo",Fashion,13,133261.12,28944,13,60,4,6,0
8e2eae97-caef-4767-8ff0-ec3881d6f791,Diaz PLC,Food & Beverage,9,187976.38,30785,9,64,3,6,0
9bc77057-11eb-459e-81f6-e16d8fa29fbd,"Watson, Savage and Crosby",Electronics,8,91053.57,19774,44,37,3,7,0
22d92109-5a6c-4770-9759-9658cb3b292d,"Flores, Williams and Smith",Electronics,26,138125.5,29803,10,25,2,5,0
b9284fc4-1103-4b18-806a-76d0fef9da85,"Barron, Ryan and Olson",Food & Beverage,51,84211.3,25191,11,59,2,5,0
507f081c-7f12-453b-9ae3-6d27b44e3c52,"Martinez, Rodriguez and Garza",Food & Beverage,46,107927.93,41281,13,50,1,0,0
5c0f1ee0-cd7b-4aff-8252-27a581bbc0c1,"Dixon, Cox and Johnson",Home Goods,99,76970.6,36176,40,57,3,4,1
bcd53dcc-ee07-4e33-a9d7-3e1d40a441ae,Wilson and Sons,Electronics,27,91819.78,47715,33,60,4,1,0
54158fd8-7f19-4cb4-8346-f70e9dabded8,"Hunter, Acosta and Nichols",Electronics,60,114136.02,31019,8,36,4,8,0
07171658-a477-44c1-8ae8-24e00a235f93,Bailey-Small,Electronics,74,57305.07,16982,14,36,2,6,0
28957ca1-b789-4678-9138-6031d4e15e40,"Smith, Harmon and Dawson",Food & Beverage,38,42598.49,31899,34,47,0,7,0
d338289f-e585-48da-96c0-666f929c9e4c,Bowman LLC,Electronics,92,67227.7,43349,25,69,1,5,0
178a0f68-c1f2-40bd-bd31-bba0e6c0b980,Sanchez-Willis,Electronics,17,159969.09,37083,35,50,4,6,0
75e287b3-4fee-4a04-b297-313a9fe2fc5d,Wagner Group,Food & Beverage,67,75882.92,13538,47,67,2,9,0
353f4d0b-b9f0-4d6b-9c8e-bced54cbda74,"Martin, Edwards and Cunningham",Food & Beverage,63,214623.55,6455,7,65,4,8,0
d81c6a29-3176-42aa-991f-b84c2f5ae1ec,Jefferson-Martinez,Home Goods,71,96996.28,36994,5,31,4,3,0
80e47dab-cabe-45fb-b741-2a457d246b0d,"Williams, Ayala and Molina",Food & Beverage,8,96339.44,20457,38,68,3,5,0
99707ca8-b8f6-4b13-9b80-e8a0b13dc485,Little Group,Fashion,80,6407.81,8480,20,57,0,3,0
9726845b-0088-4c11-af79-1e39ae52b90f,Patterson-Cooper,Fashion,57,114263.77,27791,15,51,1,7,0
5f44eea6-6113-463b-b9bf-596eb77ae06c,Ponce-Lane,Electronics,50,86041.58,28277,29,52,4,1,0
1ab69e4b-b341-4a4e-a864-d63cc8452790,Walker and Sons,Fashion,6,203059.49,47219,39,9,0,4,1
8147860c-abcd-4830-a39d-d36b3e272f00,Johnson Inc,Fashion,28,117653.83,30425,33,50,3,6,0
909b2f77-dda2-4953-982b-fc736e8abf91,Phelps Group,Home Goods,24,103550.32,48179,35,52,2,7,0
5d88cc4f-0d04-44cf-ba73-5fd422b55c05,Powell-Richards,Home Goods,52,50499.12,42962,43,45,0,7,0
22ade845-834b-4b9d-8575-e0bd53b65ea4,"Wall, Garcia and Morales",Fashion,6,59913.85,34039,9,91,2,3,0
26e83afb-2f66-48ba-91ea-a01423f540b1,Lopez and Sons,Fashion,58,128021.94,42250,27,44,0,9,0
c4861c2a-8a93-4087-86a6-413f9b5c22fa,Williams-Bailey,Home Goods,25,142393.99,36309,34,63,4,8,0
8ea03278-e7a6-4a60-a13f-327dfafbb754,Galvan-Baldwin,Electronics,12,43725.81,42973,24,57,3,6,1
09066f3c-9e3b-4eb3-8b39-63f9fe1ca842,"Bowen, Howard and Olson",Food & Beverage,6,156087.46,30509,30,44,0,1,0
53de84bf-1ae4-4815-baf3-bddc98e765c6,Mcgee and Sons,Home Goods,78,137599.08,29639,23,88,3,3,0
be9d062f-cca5-4efe-92d5-2f602e1b73ce,Pena and Sons,Food & Beverage,3,62190.79,46287,5,25,1,5,0
20ed561e-8e86-411d-98f3-c3188f3d4706,Murphy Group,Fashion,74,100647.18,16428,41,31,1,0,0
50b42903-fbd3-4d04-bfad-d420f77386fc,"Huffman, Macias and Smith",Home Goods,91,61182.01,8246,33,65,3,4,0
ea1a3043-2a54-414f-8c4c-eaf631a7a076,Whitaker Ltd,Electronics,82,51136.27,19672,21,36,2,2,0
acd377c0-eb7f-4586-87d1-1c32c992914e,"Martin, Young and Bright",Electronics,57,103014.48,14245,21,39,2,3,0
6c1933fc-7ea5-4389-ab98-6a587fb1f17b,"Harper, Kelly and Davidson",Home Goods,29,50596.76,38936,35,43,0,0,1
d4f21e5d-7a13-4fb7-9902-6d9c971e11a1,Fuller and Sons,Food & Beverage,66,-15990.71,19287,46,69,0,2,0
03bb8176-9dac-497d-8231-a70d90a6fe1a,Wallace Inc,Fashion,35,82692.84,25342,38,57,2,3,0
e90731e6-aa37-4ac4-bc7d-5a6520cb570e,Smith-Chavez,Home Goods,89,131606.39,17409,45,61,1,4,0
2dd3c839-4999-44e2-a485-cd82e9d05def,Patterson Group,Fashion,73,126952.08,11974,6,60,0,4,0
26ff9398-b05f-4a01-aa07-ebeeb90c1c04,Ayers-Murphy,Fashion,44,114209,44782,1,42,3,7,1
d562eb47-d5cf-43d0-8a17-245739b2aebe,Richards-Clarke,Electronics,52,131382.62,13534,3,24,1,6,0
cd18b12d-ce56-4ce3-8b3a-4325f854cc57,West-Evans,Fashion,8,62732.15,34929,8,42,1,0,0
2cfec59d-431e-4e2e-a25e-f19aa3c629a3,Roberts-Knox,Food & Beverage,88,87141.77,7983,1,98,1,7,0
c3c84eb0-b883-486f-8efa-7051f8b62279,"Brown, Murillo and Trevino",Food & Beverage,31,9734.44,23533,5,39,2,7,0
607d8cd3-5e82-46b9-9bbd-a1de55015a6d,Clark-Poole,Home Goods,30,93066.21,24238,32,40,0,0,0
5e247cb6-47ce-42d5-9643-ceff0aad5ca6,Smith PLC,Electronics,6,154068.15,30165,23,90,0,0,0
99b5d36b-0596-4524-8349-10939b246d42,"Ramirez, Gray and Hicks",Fashion,90,122717.46,40231,10,43,0,0,0
75ab4004-793f-4a58-b0f0-f212abfa0221,Gibson PLC,Home Goods,9,31499.4,29969,35,72,3,5,0
95aa2ae4-1e59-402f-8115-dafb7c63c2a7,Briggs Inc,Home Goods,25,-10004.23,34647,36,57,0,1,0
77342260-7b35-4878-9f93-c6f6fcee811f,"Ballard, Martinez and Lynch",Food & Beverage,23,1662.64,31981,17,60,0,8,0
0bf86eaa-3400-4f46-a4c6-f892245a0f27,"Drake, Serrano and Robinson",Electronics,33,89436.47,23616,31,30,1,7,0
33fa19ef-97e4-4037-b8ad-fbba439e424c,"Patterson, Franco and Franklin",Food & Beverage,47,60214.95,40960,41,24,3,3,0
bab75bb0-d9c6-429d-b4aa-dd126ea9ee87,Turner LLC,Electronics,93,117267.51,44747,43,58,3,6,0
77696c55-f306-4a02-a2a1-a1cf18cd6460,Chambers-Reyes,Home Goods,26,103309.72,38998,20,64,4,2,0
d57c362f-93c9-43e6-a8ee-3f622fdfc0b4,Hall-Murray,Electronics,65,250711.69,24107,2,59,1,8,0
46683b12-06a2-4b7f-9ae9-05a9388b390e,"Russell, Hall and West",Fashion,69,129247.53,6136,17,39,1,9,0
14d89083-ac7b-4b83-81fa-f91b1d01b061,Sullivan-Perkins,Home Goods,40,72493.7,49993,5,79,2,5,0
d61c6492-976e-4200-8f09-c0f06b7dec60,Dominguez Inc,Fashion,9,80000.61,45384,38,55,2,5,0
f416c82e-361a-4658-9171-de767ff5e839,Garner Ltd,Home Goods,92,71752.08,22902,40,47,1,2,0
6b862a2d-eec0-425c-8751-43ab6f23c876,"Wallace, Graves and Craig",Food & Beverage,59,154440.69,33820,15,71,4,8,0
3efb405f-a32b-4392-9345-27a54d4f443f,"Morales, May and Taylor",Fashion,46,68239.32,37651,45,37,3,1,0
3d5b2463-3aae-49af-b908-6aa1a0c147fa,Galloway-Thomas,Electronics,22,95943.85,36741,1,65,0,1,0
6e3b3aa3-f205-4dc3-855d-ce13734f3bec,"Molina, Baker and Taylor",Electronics,40,105163.08,14466,10,88,4,9,0
f8c65270-fd64-4f28-be28-039d7be1aae2,"Hurley, Jones and Moody",Home Goods,19,21441.27,7386,46,50,1,2,0
c782c940-89e4-4b4d-8e39-3105a713dc2b,"Oliver, Adams and Kelley",Electronics,60,103243.15,39370,14,71,1,3,0
836a0be9-ec0f-40ab-9c5e-1b3b67966dce,"Bates, Williams and Cooper",Fashion,98,-9185.98,42182,34,54,3,1,0
852d889f-44dc-45ff-845e-53b1e34dc7a7,Chavez PLC,Home Goods,78,98782.75,46892,32,66,2,1,0
c86bd882-c608-483f-bb27-e35958a4669a,Barker-Craig,Fashion,65,262085.14,34316,7,45,0,2,0
84109278-4691-4a47-ac63-26fc68c87960,"Robertson, Davis and Barnes",Food & Beverage,47,81428.64,9073,9,28,1,8,1
d045e05f-dc6e-4585-977b-84151c20adf4,Frye Ltd,Food & Beverage,68,182305.01,48498,16,34,1,2,0
cba3d8d6-0947-4adc-9aa8-165325e2bdc1,"West, Harrison and Austin",Food & Beverage,58,91010.68,17725,42,49,2,4,0
81fab11f-a73c-4103-a837-d68eb65c68c6,Hall and Sons,Fashion,62,118862.62,18440,37,31,4,9,0
66e59000-4800-4fd7-bbc1-c11d2d3b6a4c,Johnson-Morris,Home Goods,43,109307.3,39380,45,41,1,4,0
78b0dd7f-1541-4ec0-a32f-af14e06c1e27,"Maxwell, Haney and Cook",Electronics,73,79796.65,33038,42,26,1,6,0
5b847d4d-6fff-4980-93fa-dcfd3e87af68,Torres-Lee,Food & Beverage,28,172834.66,9346,25,26,4,2,0
88e032ce-a585-4bda-926c-913cb589536f,Ferguson and Sons,Home Goods,92,73064.43,42006,3,64,2,0,0
4c91aabc-4593-4cb6-9a4c-ff3511fc7222,"Gibson, Reynolds and Hall",Fashion,8,56081.47,13263,47,27,3,7,0
58676bf3-93c3-4bde-9168-ddd190a2de9d,Hernandez PLC,Home Goods,45,149296.18,7360,25,34,1,3,0
d099cdb5-f6a7-443f-932f-108783a2f8be,Hunt-Watson,Fashion,65,98140.64,10653,32,58,3,6,0
bbba5b60-4392-4438-a78d-0874578a3dc3,Hicks Ltd,Home Goods,73,108331.85,14101,20,78,4,1,0
a690ed8e-be6e-4d73-9704-18adef187710,Rodriguez and Sons,Food & Beverage,55,196227.14,33244,36,14,0,4,0
9d207c4c-a41d-4aa2-bcca-f5ec0a73f26f,Butler-Dyer,Fashion,3,100398.81,13581,30,67,4,3,0
e3f25211-ea5b-46d0-9d92-7abaf107ccc1,Parker-Ward,Fashion,4,117308.28,38277,34,94,1,5,0
e1984aeb-7cd7-46ec-98cf-04ac44f75828,Watson Group,Home Goods,19,206798.94,17311,33,68,0,4,0
e561b55e-f161-47b7-8e27-e0e2f6a5412a,"Graham, Snyder and Hart",Fashion,21,63284.18,11991,15,69,2,8,0
0c2d816a-f1ec-4078-af69-ae07d6055364,Frazier LLC,Fashion,22,220241,7719,4,59,0,2,0
33b395d7-ae4e-491d-8640-40574a45a6e4,Watkins Ltd,Electronics,90,93821.31,42386,22,68,2,0,0
670834cd-8a76-4d5b-abac-190556ecb974,Rangel-Ray,Fashion,53,47299.85,17129,6,72,3,2,0
d92108d8-6a88-4a76-b84a-7de888985937,"Smith, Alvarez and Oconnell",Fashion,14,57553.31,42175,33,40,0,1,0
046b32e9-e796-4408-b948-7ee65dbfb3c6,Myers-Strickland,Home Goods,94,35992.82,14351,11,6,3,8,0
49ab6120-a6b6-4f78-ac9f-abc4130b7ddb,"Banks, Garcia and Guerrero",Home Goods,97,63720.65,34750,44,30,1,0,0
0ab97a14-e6a0-42a8-8c92-c849237ba442,Crawford-Pearson,Food & Beverage,87,99078.08,40862,16,29,3,9,0
bd823b99-b4b8-4606-8bc8-2ce32a5faa6b,"Gillespie, Green and Espinoza",Food & Beverage,6,37268.14,39781,21,65,0,4,0
086658d0-6b21-4d56-a1bd-2d32addaaa82,Williams-Salazar,Home Goods,52,111240.5,16028,2,62,0,8,0
85a7fb8b-5520-4914-914c-59b923e201ad,"Rodriguez, Jackson and Fisher",Home Goods,52,79790.71,13723,5,16,0,1,0
eff4c1a2-fe17-4d48-ae0c-55be0aa6a12e,West-Osborne,Food & Beverage,36,113296.9,19687,24,94,1,6,0
82e24021-6650-4a22-9985-f0558264a782,"Walker, Benton and Martinez",Fashion,95,3782.04,31051,46,52,3,0,0
2060be10-9f4e-483c-834a-9ec32d8c13be,Shaw Ltd,Home Goods,58,101756.38,12716,36,62,1,5,0
55a476b3-8c96-4f13-a3d3-efe4b263ba77,"Ellison, Santos and Murphy",Fashion,49,48867.51,43389,40,70,3,2,0
d09aac05-f9e2-4fe7-90b2-e2490c27b612,Carpenter-Riggs,Fashion,49,191930.49,6201,38,14,0,3,0
eb746104-da5d-43ed-a6a2-4f41de2baf75,Barnett-Miller,Home Goods,85,202539.76,31199,21,55,1,6,0
50bd6a96-9bcd-4d5b-b8e2-76884e8cf4c4,"Burke, Elliott and Cook",Home Goods,58,181959.28,14834,3,85,3,8,0
0ac40bc6-0da0-46ba-aaf0-5b68e9c55b26,"Kim, Terrell and Nichols",Home Goods,91,90842.07,30064,16,84,0,3,0
78924167-b7eb-4753-85bb-78b00a5c74d1,Smith and Sons,Electronics,83,6925.21,41366,1,81,1,8,1
5fef07e8-f646-4c6a-a6d6-545caf130807,Cross and Sons,Home Goods,39,13467.28,43893,21,49,0,3,0
ea8efae3-dc68-49f7-a25d-15acfd84c7c5,Ross Ltd,Home Goods,75,132790.42,14977,40,77,4,2,0
3dd37495-669a-4133-8666-ec69165ecbb0,"Terrell, Burns and Nguyen",Home Goods,93,174299.58,18055,4,29,3,1,0
6c16aaea-d12c-4c6a-a095-f51adbc72c17,Richardson Inc,Home Goods,19,52163.61,16194,39,33,2,5,0
cd72ab92-c21a-4080-b96f-557ec7487b0a,Murray LLC,Electronics,71,140700.34,35798,34,83,4,1,0
6cb38372-b30a-4d48-9984-52c3aac8ac2f,Hernandez-Morales,Fashion,32,81372.48,34672,2,16,1,3,0
174bc4d4-d660-48cd-9889-099e3bbb2c8b,Mendez PLC,Food & Beverage,53,144507.24,30182,10,61,4,7,0
c5d48961-3c22-4df0-86da-4e5d47fc1be0,"Harris, Williams and Doyle",Food & Beverage,26,166835.46,22033,41,18,4,4,0
ef99e95e-d92e-40ea-8c75-4fd603010544,Ayala-Lopez,Food & Beverage,75,132284.7,17910,24,66,4,9,0
bb83436d-3404-4f9a-9cc8-4461b60480b6,Deleon Inc,Electronics,68,151085.4,28750,32,50,2,9,0
f108a2c7-28f8-45a5-bebf-feb14cf79fd8,"Jones, Townsend and Smith",Fashion,69,92538.66,27387,21,40,1,6,0
28655a6e-dad1-450c-b7ab-2176ce0332d6,Thompson Inc,Home Goods,81,113630.84,28617,31,53,3,5,0
28c0931a-a4da-4d64-b4c1-5dab8180b6f7,Jensen Ltd,Electronics,27,53527.28,38597,15,25,0,6,1
c8608daf-eaa1-4fa1-a075-30d527aeb140,Miller Inc,Electronics,10,109498.68,29157,9,42,0,3,0
2534e55a-b797-4f86-b634-7f35feac747a,Gross Inc,Fashion,16,204408.3,42274,17,22,4,6,0
f86d2449-d01e-4328-9f2c-9cbff96a4f4b,Boyd and Sons,Fashion,2,47321.98,31401,25,95,4,3,0
125d85b7-82a2-473e-9bbd-ccd1b4f2b7c7,Payne Ltd,Fashion,68,123560.06,49674,3,25,4,8,0
c1eddeb8-dd4e-4bd1-ac1c-628e5d41b182,"Adams, Waller and Lynch",Electronics,35,46945.9,28295,42,53,1,1,0
fa5e3d22-ea54-4b36-af20-563a4dbe41f7,Richardson-Vargas,Fashion,43,111454.06,28503,47,67,4,4,0
e1cb7dd6-7b77-4158-be8e-25f9f4d36b79,Jordan-Poole,Electronics,18,78518.42,20053,14,19,3,1,0
a88a9522-e15a-477d-a4c8-9bab7604cc14,Roberts-Mckenzie,Home Goods,40,95585.86,41896,6,27,1,2,0
288095e8-bfd6-4580-b324-d659c6bc0a97,Jackson-Hansen,Electronics,33,127491.22,35327,17,56,2,3,0
82e61a66-f570-4f4d-b6f4-90f5428ad63f,Smith-Carter,Food & Beverage,18,117361.88,49186,3,93,2,1,0
64a39b2a-e125-45a0-ae35-f673bf77008f,Moon Inc,Food & Beverage,99,78432.31,20946,41,48,4,2,0
89ea0279-47c5-4b06-a3d2-1acabee49098,Hodge Ltd,Electronics,2,134494.13,38876,6,104,3,0,0
f9220fc1-6c3a-4370-9086-faff48538f78,Martinez-Gross,Electronics,1,168799.06,25460,10,49,4,3,0
bb1a291a-43e4-4c15-bc98-0c7131797467,"Goodman, Jones and Griffin",Electronics,73,41766.38,9672,33,89,4,7,0
025943c7-034c-4241-91c7-c309178eb59c,"Miller, Sims and Atkinson",Electronics,6,109428.16,41872,21,48,2,1,0
0474edbb-d992-435c-a239-926743bbc948,Nunez PLC,Food & Beverage,11,111943.41,14285,36,54,2,2,0
269f35e6-8e6f-41ee-a8b5-3a4be3e52187,Ware LLC,Fashion,9,104121.86,23359,15,53,2,2,0
f94dcace-8329-447d-9156-01d08156def7,Mendez LLC,Home Goods,67,148134.79,48639,12,18,3,0,0
0123eec8-8137-439d-9238-5841afc24866,"Sparks, Harris and Patel",Home Goods,52,234447.1,10713,22,27,0,2,0
ec365f8f-f9c2-431e-b923-434f67706151,Hall-Potts,Home Goods,14,132268.89,20255,28,87,3,9,0
b5b1378c-d2c7-4295-9c6f-d4914775179e,"Martinez, Ramirez and Hoffman",Food & Beverage,65,139093.5,19187,41,72,3,4,0
97117a31-ef2f-4549-a485-ad7de21503e4,"Page, Clark and Hernandez",Food & Beverage,74,177550.96,37188,9,71,2,0,0
2321b561-0bdd-400b-8f79-a780ef6d651d,"Stephens, Garrison and Foster",Electronics,20,73200.76,5531,24,61,2,5,0
fba352e8-2edf-4a1e-a65f-b49191606495,Campbell-Smith,Electronics,61,184828.89,32517,16,33,3,1,0
62ecc3c9-d636-42f6-b19e-c3074f8fd331,"White, Gutierrez and Griffith",Fashion,97,104815.89,26605,34,24,3,0,0
d9556b02-cfae-4f5d-9ef7-de6712ec8962,Barker-Bond,Fashion,21,144512.32,14979,8,48,2,7,0
b8a60b80-b19c-4090-8630-2c7b080a50d8,"Hawkins, Doyle and Kelly",Electronics,76,68102.91,45438,38,58,1,0,0
feb936a9-9eea-4ed5-a363-214958361145,White and Sons,Fashion,7,64923.42,42101,28,17,1,3,0
88a75aac-9554-4e3f-9eb2-4bdabc51d536,Suarez and Sons,Electronics,62,81372.84,34673,23,31,2,8,0
51dafa8e-d4e1-401a-9d0e-3cd7b0d8111e,"Brown, Marshall and Graham",Electronics,60,98987.59,26954,10,53,2,8,0
cd49aef5-e584-4b42-8f51-47ad2cd1b3fb,Kelly-Jenkins,Fashion,27,26244.87,48215,23,81,2,7,0
dcd31e37-abf6-4d24-a641-85227e24b44e,Padilla-Brown,Electronics,26,90791.97,39169,14,48,2,6,0
e417d64b-4fb8-4c9f-bd2b-5fd5f5c67341,"Garcia, Roberts and Perez",Electronics,73,209301.86,25638,9,65,0,8,0
0eebc239-1c2a-4d8e-a94a-94cee3f9532b,Griffin-Foster,Home Goods,19,72167.54,46882,11,63,4,0,0
